"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"232",26,16,0,1,21,3.3,0.14,-2,0.56,-0.58,0,4,1,14,2,3,0,0,0,0,0,0,0,0,1,2,1,1,1,34,1,0,1,1,0,0,0,1,0,0,1,6,1,0,1,4,1,4,0,1,0,2,7,3,69.43,1,1,1,2.8,1.03,2.8,1,11.75,2.46,11.75,2.46,0,0,0,1,9.5,2.25,9.5,2.25,1,21.25,3.06,21.25,3.06,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,"4","0","September","1","0","1","2","1","11.1","0","5","2","4","1","4","low_spend_cust"
"240",25,19,0,0,31,23.4,1.92,0.65,5.34,1.68,1,4,0,-1,-1,1,1,0,1,0,0,0,0,0,1,1,1,0,8,26,0,0,0,0,1,0,0,1,1,0,9,6,1,0,1,3,4,2,0,8,0,8,9,2,45.99,0,15,0,8.3,2.12,123.15,0,0,2.37,0,4.74,1,26.25,365.1,1,7,1.95,70,4.25,0,0,2.82,0,5.29,1,0,0,0,1,0,0,1,1,24,1,1,1,0,1,1,0,0,0,0,0,0,"5","0","September","3","0","3","2","1","17.1","1","2","1","1","1","2","low_spend_cust"
"241",47,11,1,16,66,15.1,6.88,1.93,3.09,1.13,0,3,1,11,1,6,0,0,0,0,0,0,0,0,1,3,1,0,1,24,1,0,0,0,0,0,0,0,0,0,9,6,0,1,0,1,4,4,0,29,0,21,16,3,73.73,1,66,0,24.8,3.21,1641.3,1,26,3.26,1703.05,7.44,1,43.85,2771.25,1,12,2.48,755,6.63,0,0,3.03,0,7.22,1,1,1,1,1,0,1,0,1,20,1,1,1,1,1,1,1,0,1,0,0,0,"2","1","March","1","0","3","3","1","29.4","1","3","1","1","3","2","medium_spend_cust"
"242",66,13,1,19,23,10.4,1.42,0.35,0.97,-0.03,0,2,1,17,4,3,1,1,0,0,0,0,0,0,1,3,1,0,1,28,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,2,4,3,0,36,0,27,7,12,156.85,1,70,0,33.75,3.52,2458.8,1,31.5,3.45,2171.75,7.68,0,0,0,1,34.5,3.54,2370,7.77,0,0,2.95,0,7.18,1,0,0,0,1,1,1,0,1,19,1,1,1,0,0,0,0,0,1,0,1,1,"3","0","December","6","1","1","5","0","17.8","0","1","2","1","3","0","low_spend_cust"
"247",49,15,0,17,208,8.3,8.2,2.1,9.06,2.2,0,4,1,11,1,5,0,0,0,0,0,0,0,0,1,4,1,0,1,33,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,1,3,1,0,31,1,29,12,7,322.69,0,72,0,60.2,4.1,4264.4,1,46.75,3.84,3290.05,8.1,0,0,0,1,38,3.64,2760,7.92,1,41.05,3.71,2862.7,7.96,1,1,1,1,1,1,1,0,1,19,1,1,1,0,1,1,1,1,1,0,1,0,"2","0","June","3","0","1","3","1","80.8","1","4","4","4","3","4","medium_spend_cust"
"257",42,11,0,7,46,11,1.3,0.26,3.76,1.32,0,4,1,9,1,4,2,0,2,0,0,0,0,0,1,3,1,0,1,30,1,0,0,1,0,0,0,0,0,0,1,6,1,0,1,1,1,1,0,24,1,24,6,9,774.25,1,61,1,28.35,3.34,1689.2,0,0,2.33,0,6.51,1,45.75,2694.25,1,12.75,2.55,775,6.65,1,57.7,4.06,3594.45,8.19,1,1,1,1,0,1,1,1,1,25,1,1,1,1,1,1,1,1,1,0,0,1,"2","0","April","6","0","1","3","0","24","0","3","3","4","3","4","medium_spend_cust"
"258",27,9,1,7,22,9.1,0.11,-2.24,1.9,0.64,0,1,1,10,1,4,7,0,0,0,0,0,0,7,1,0,-1,0,10,28,0,0,1,0,0,0,1,1,0,1,2,6,0,0,0,2,1,4,0,9,0,9,16,4,64.28,0,49,0,11.3,2.42,585.05,1,26.75,3.29,1307.25,7.18,0,0,0,1,29.75,3.39,1505,7.32,0,0,2.93,0,6.87,0,0,0,1,1,1,1,0,1,25,1,1,1,0,1,0,0,0,1,0,0,0,"3","1","December","6","0","3","1","-1","-1","-1","3","2","3","3","0","medium_spend_cust"
"271",65,13,0,8,55,21.2,5.96,1.78,5.7,1.74,0,5,1,12,2,4,0,0,0,0,0,0,0,0,1,1,1,0,8,27,0,0,0,0,0,0,0,1,0,0,9,6,1,0,1,2,2,2,0,18,0,23,8,2,75.38,1,54,0,17.8,2.88,985,1,26.5,3.28,1501.8,7.31,0,0,0,1,23.75,3.17,1340,7.2,1,30.6,3.42,1603.25,7.38,0,0,0,1,1,1,1,0,1,13,1,1,1,0,1,0,0,0,1,0,0,0,"4","1","June","1","0","4","5","0","31.5","0","3","1","2","2","1","medium_spend_cust"
"272",66,14,0,34,350,3.9,3.7,1.31,9.95,2.3,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,6,1,0,1,17,1,0,0,0,0,0,0,1,0,0,9,6,0,0,1,1,1,1,0,40,0,30,9,7,287.04,0,72,0,58.65,4.07,4365.7,1,53.25,3.97,3761.8,8.23,0,0,0,1,69.25,4.24,4755,8.47,0,0,2.96,0,7.22,1,1,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,1,0,0,0,"4","1","November","5","0","2","2","1","87.9","1","4","3","1","2","0","medium_spend_cust"
"278",22,11,0,1,23,7.6,0.81,-0.21,0.94,-0.07,1,1,1,10,1,4,0,0,0,0,0,0,0,0,1,4,1,0,1,30,1,0,1,1,0,0,1,1,0,1,9,1,1,0,0,2,2,4,0,4,0,4,14,1,11.89,1,12,1,3,1.1,32.35,1,21,3.04,249,5.52,1,42.95,514.35,1,50.25,3.92,535,6.28,0,0,2.68,0,5.1,1,1,1,1,1,1,1,0,1,16,1,1,1,0,1,1,1,1,0,0,0,0,"5","1","January","1","0","3","2","0","10.8","1","4","4","2","1","1","medium_spend_cust"
"284",42,15,0,2,65,5.8,2.25,0.81,1.52,0.42,1,3,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,1,0,8,22,0,0,0,1,0,0,0,1,0,0,9,4,0,0,0,1,2,4,0,11,0,8,11,6,329.15,1,28,0,8.45,2.13,246.15,0,0,2.77,0,5.92,0,0,0,1,12.75,2.55,350,5.86,0,0,2.54,0,5.71,0,0,0,1,1,0,1,1,1,18,1,1,1,0,1,0,1,0,0,1,0,0,"2","0","October","2","0","1","2","1","38.5","1","2","3","4","1","2","medium_spend_cust"
"289",23,15,0,2,31,1,0,-5.68,0.31,-1.18,0,1,0,-1,-1,1,1,0,1,0,0,0,0,0,1,2,1,0,1,13,1,0,1,0,0,0,0,0,0,0,9,3,1,0,1,4,2,2,0,5,1,6,10,7,223.45,0,24,1,4.3,1.46,109.15,0,0,2.33,0,5.31,0,0,0,0,0,1.7,0,4.91,0,0,2.64,0,5.7,0,0,0,0,0,0,1,0,1,14,1,1,1,0,1,1,0,0,0,0,0,0,"1","0","February","6","0","1","2","1","16.1","0","1","1","4","1","1","medium_spend_cust"
"304",18,13,0,0,21,4.5,0.18,-1.72,0.77,-0.27,1,3,1,12,2,4,2,2,0,0,0,0,0,0,1,3,1,0,1,44,1,0,0,1,0,0,0,0,0,0,9,4,1,0,1,4,3,2,1,0,0,1,12,7,202.23,0,7,1,4.2,1.44,28.2,1,21.5,3.07,149.35,5.01,0,0,0,1,11.25,2.42,55,4.01,0,0,2.64,0,4.28,0,0,1,1,1,1,1,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,"5","1","September","2","0","4","1","0","13.4","0","1","1","2","2","0","medium_spend_cust"
"310",18,13,0,0,19,22.2,3.77,1.33,0.45,-0.8,1,1,1,13,2,5,0,0,0,0,0,0,0,0,1,4,1,1,1,25,1,0,0,1,0,0,0,0,0,0,9,5,1,0,0,3,3,3,0,0,0,0,7,2,40.59,0,7,1,4.65,1.54,31.9,0,0,2.3,0,4.69,1,29.75,186.3,0,0,2.25,0,4.65,0,0,2.72,0,4.95,1,1,0,0,0,0,0,0,1,21,1,1,1,0,1,1,1,0,0,0,0,1,"2","0","April","1","0","2","1","0","10.6","0","4","4","2","3","1","low_spend_cust"
"312",79,12,0,6,9,3.8,0.17,-1.79,0.18,-1.74,0,3,1,12,2,2,1,0,1,0,0,0,0,0,0,3,0,0,1,27,1,0,0,0,1,0,0,0,0,0,9,4,1,0,1,3,4,3,0,15,0,12,5,3,22.97,0,34,0,5.5,1.7,225.7,1,23,3.14,803.55,6.69,0,0,0,1,8,2.08,240,5.48,0,0,2.64,0,5.94,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"4","0","March","2","1","2","5","0","3.8","0","2","2","2","1","0","low_spend_cust"
"313",64,21,0,14,66,16.4,2.01,0.7,8.81,2.18,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,25,0,0,1,1,0,1,0,1,0,0,9,4,0,0,1,4,1,4,0,24,0,13,20,2,150.36,0,40,1,10.45,2.35,416.8,1,31,3.43,1227.45,7.11,1,65.8,2517.35,1,30,3.4,1185,7.08,1,90.1,4.5,3458.65,8.15,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,0,0,0,"2","0","March","1","0","2","3","0","38.7","0","1","3","1","2","4","high_spend_cust"
"316",39,17,0,5,50,15.6,2.46,0.9,5.34,1.67,1,2,0,-1,-1,1,4,3,1,0,0,0,0,0,0,2,1,1,1,24,1,0,0,0,0,0,0,1,0,0,9,6,1,1,0,3,4,2,1,1,0,1,19,3,74.49,1,1,1,2.6,0.96,2.6,1,17.75,2.88,17.75,2.88,1,48.1,48.1,1,7.75,2.05,7.75,2.05,1,30.95,3.43,30.95,3.43,0,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,0,0,0,0,1,"2","0","August","1","0","2","2","1","26.1","0","2","3","4","3","2","medium_spend_cust"
"324",38,16,0,10,76,2.6,0.44,-0.83,1.54,0.43,0,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,21,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,3,1,1,1,20,1,17,8,3,93.59,0,47,1,29.5,3.38,1422.6,1,29.5,3.38,1413.85,7.25,1,52,2336.35,1,30.25,3.41,1400,7.24,1,62.35,4.13,2807.25,7.94,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,1,1,1,1,0,1,1,"3","0","November","1","0","3","3","0","44.7","0","4","4","4","3","1","medium_spend_cust"
"327",19,14,0,0,13,10.8,0.26,-1.36,1.15,0.14,1,1,0,-1,-1,1,7,0,0,0,1,0,0,6,1,3,1,1,1,24,1,0,1,0,0,0,1,1,0,0,9,5,1,0,0,1,2,1,0,2,0,1,13,6,276.71,0,5,1,3.35,1.21,17.95,1,21.25,3.06,113.55,4.73,0,0,0,1,17.5,2.86,70,4.25,0,0,2.64,0,3.96,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,"2","1","July","5","0","3","1","0","7.6","0","2","2","1","1","2","medium_spend_cust"
"328",28,20,0,0,55,16.5,5.94,1.78,3.13,1.14,1,1,0,-1,-1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,26,1,1,0,1,0,1,0,0,0,0,9,3,1,0,0,2,4,4,0,1,1,1,11,5,156.16,1,1,1,2.05,0.72,2.05,1,11.5,2.44,11.5,2.44,1,42.65,42.65,0,0,2.14,0,2.2,1,32.1,3.47,32.1,3.47,1,1,1,0,0,1,0,1,1,12,1,1,1,1,1,1,1,1,0,0,0,0,"3","0","April","1","0","2","2","0","27.5","0","3","3","4","1","4","medium_spend_cust"
"331",29,19,0,0,71,10.7,0.87,-0.14,6.72,1.91,0,1,0,-1,-1,1,9,1,0,0,0,0,0,8,1,4,1,1,1,29,1,0,1,1,1,1,0,0,0,1,9,5,0,1,1,1,4,1,0,11,0,11,14,7,339.48,0,44,0,10.8,2.38,484.9,0,0,2.53,0,6.49,1,29.5,1341.25,0,0,2.17,0,6.1,0,0,2.72,0,6.67,1,0,0,0,0,0,0,1,1,12,1,1,1,0,1,1,1,0,1,1,1,1,"2","0","June","1","0","4","2","1","49.8","0","2","3","2","3","4","high_spend_cust"
"332",72,15,0,16,17,9.7,0.13,-2.05,1.52,0.42,0,2,1,13,2,5,4,2,0,0,0,0,0,2,0,1,0,0,5,13,0,0,0,0,1,0,0,0,0,0,9,4,0,0,1,3,1,4,1,38,0,28,8,4,66.93,0,68,0,30.35,3.41,2082.6,0,0,2.35,0,6.61,1,37.65,2464.15,1,36.75,3.6,2430,7.8,0,0,3.02,0,7.34,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,0,1,1,1,0,0,0,"1","1","January","1","1","2","4","0","7","1","2","3","1","2","2","low_spend_cust"
"336",75,11,0,32,21,10.1,1.53,0.43,0.59,-0.53,0,4,1,15,3,2,15,0,0,0,2,0,0,13,1,1,0,0,3,25,0,0,1,0,0,0,0,0,0,1,9,4,1,0,0,3,1,3,0,28,0,17,8,5,131.89,0,53,0,16.95,2.83,971.35,0,0,2.51,0,6.6,0,0,0,1,22.25,3.1,1230,7.11,0,0,2.82,0,6.94,1,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","January","6","1","1","5","1","10","0","5","4","3","2","0","medium_spend_cust"
"338",30,18,0,0,30,9.9,1.6,0.47,1.37,0.31,1,1,1,17,4,4,5,0,0,0,0,0,0,5,1,4,1,1,1,17,1,0,0,0,1,0,0,0,0,0,1,6,0,0,0,4,4,3,0,8,0,6,11,6,211.14,0,19,1,4.6,1.53,88.3,0,0,2.25,0,5.38,0,0,0,0,0,1.66,0,4.79,0,0,2.72,0,5.79,1,1,0,0,0,0,0,0,1,26,1,1,1,0,1,1,0,0,0,0,0,0,"4","0","March","1","0","1","3","1","15.4","0","5","4","3","1","2","medium_spend_cust"
"341",64,11,0,16,69,7.9,2.68,0.99,2.77,1.02,0,5,0,-1,-1,2,0,0,0,0,0,0,0,0,1,1,1,0,3,23,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,3,2,2,0,33,0,25,8,7,297.45,1,66,0,11.8,2.47,747.5,1,24.75,3.21,1633,7.4,0,0,0,1,18.25,2.9,1110,7.01,0,0,3.05,0,7.22,0,1,0,0,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","March","1","0","3","5","1","27","1","2","2","3","2","0","medium_spend_cust"
"344",20,15,0,0,28,9.8,0.88,-0.13,1.87,0.63,1,1,1,15,3,5,1,0,1,0,0,0,0,0,1,2,1,0,1,29,1,0,1,0,0,0,0,0,0,1,1,3,0,0,1,1,3,1,0,2,1,2,10,4,199.99,1,14,0,5.4,1.69,54.95,1,25.75,3.25,349.75,5.86,0,0,0,1,16.75,2.82,240,5.48,0,0,2.64,0,5.31,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","April","2","0","3","1","0","13","1","3","4","1","1","0","medium_spend_cust"
"348",54,12,0,8,41,8.7,0.61,-0.49,2.96,1.08,0,3,0,-1,-1,1,8,0,0,0,0,0,0,8,1,2,1,0,1,31,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,3,2,2,0,26,0,19,3,8,241.2,1,45,0,15.65,2.75,745.2,0,0,2.35,0,6.31,0,0,0,0,0,2.11,0,6.05,0,0,2.72,0,6.76,1,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","December","2","0","3","4","0","20.1","0","2","4","1","1","0","low_spend_cust"
"352",44,14,0,18,154,2.4,1.86,0.62,1.83,0.61,0,4,0,-1,-1,4,0,0,0,0,0,0,0,0,0,3,1,1,1,22,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,4,4,4,0,10,1,11,12,9,214.57,0,25,0,4.7,1.55,112.6,1,23.5,3.16,593,6.39,0,0,0,1,17.5,2.86,370,5.91,1,22.1,3.1,515.8,6.25,0,0,0,1,1,1,1,0,1,19,1,1,1,1,0,0,0,0,0,1,0,0,"1","0","January","3","0","2","3","0","86.4","0","3","1","2","3","0","medium_spend_cust"
"353",63,14,0,11,49,19.8,6.07,1.8,3.63,1.29,0,4,0,-1,-1,1,4,0,0,0,0,0,0,4,1,0,-1,0,8,25,0,0,0,0,0,0,0,1,0,0,9,3,0,0,1,1,1,3,0,20,0,16,10,3,146.31,0,45,0,9.55,2.26,402.75,0,0,2.72,0,6.58,0,0,0,1,8.75,2.17,365,5.9,0,0,2.72,0,6.49,0,0,0,0,0,0,0,0,1,17,1,1,1,0,1,1,1,0,0,0,0,0,"1","0","February","1","0","1","3","-1","-1","-1","2","4","1","3","1","medium_spend_cust"
"356",19,14,1,0,19,24.1,0.41,-0.9,4.17,1.43,1,2,1,14,2,4,0,0,0,0,0,0,0,0,1,2,1,0,1,34,1,0,0,0,0,1,0,0,0,0,4,3,1,0,1,2,1,1,0,1,1,1,11,6,130.3,1,21,0,12.15,2.5,312.15,0,0,2.53,0,5.48,1,33.45,624.5,0,0,2.05,0,5.14,1,18.6,2.92,357.55,5.88,1,0,0,0,0,0,0,1,1,17,1,1,1,0,1,1,1,0,1,0,0,0,"2","1","October","6","0","3","1","0","6.6","0","4","1","2","1","4","medium_spend_cust"
"362",70,18,0,20,117,7.1,0.5,-0.7,7.81,2.06,0,4,0,-1,-1,1,6,2,1,0,0,3,0,0,0,1,1,0,8,26,0,1,0,0,0,0,0,1,0,0,9,4,1,0,0,2,3,2,0,13,1,10,8,5,293.68,1,32,0,10.25,2.33,306.9,1,20.5,3.02,697.95,6.55,0,0,0,0,0,2.25,0,5.94,0,0,2.54,0,6.33,0,0,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,1,1,0,0,"5","1","January","6","0","2","5","1","60.2","0","3","3","1","1","0","medium_spend_cust"
"364",77,14,1,36,58,12.3,5.87,1.77,1.26,0.23,0,4,1,17,4,2,0,0,0,0,0,0,0,0,0,2,1,1,4,24,1,0,1,1,0,0,0,0,0,0,9,4,0,0,0,3,2,4,0,37,0,29,16,10,108.52,1,70,0,18.85,2.94,1426.45,0,0,2.48,0,6.79,0,0,0,1,30,3.4,1990,7.6,0,0,2.88,0,7.26,0,0,0,0,0,0,1,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","November","6","1","2","5","0","27.9","0","2","4","4","2","0","medium_spend_cust"
"368",54,17,0,13,118,25.6,19.67,2.98,10.54,2.36,1,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,27,1,0,0,0,0,0,1,1,0,0,9,3,1,0,1,1,3,3,0,21,0,19,7,7,264.03,0,40,1,10.45,2.35,463.95,0,0,2.6,0,6.31,0,0,0,1,23.25,3.15,905,6.81,0,0,2.72,0,6.36,0,1,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,0,1,0,1,0,"2","1","August","1","0","3","4","0","65.5","1","2","4","2","3","0","medium_spend_cust"
"370",60,17,0,22,20,22.4,2.12,0.75,2.36,0.86,0,5,1,18,4,2,0,0,0,0,0,0,0,0,1,3,1,0,1,22,1,0,0,1,0,0,0,1,0,1,9,6,1,1,1,1,3,4,0,26,0,19,9,7,232.65,0,58,0,18.1,2.9,1023.95,0,0,2.62,0,6.65,1,24,1486.05,1,9.25,2.22,540,6.29,0,0,2.89,0,6.94,1,0,0,0,0,0,0,0,1,25,1,1,1,0,1,0,1,0,1,0,0,1,"1","1","July","6","1","2","3","1","9.5","1","4","1","4","2","1","medium_spend_cust"
"371",49,11,0,5,31,0.3,0.02,-4.13,0.08,-2.57,0,2,0,-1,-1,1,2,0,0,0,0,2,0,0,0,3,1,0,1,34,1,0,0,1,1,0,1,1,1,1,9,3,0,1,1,1,1,2,0,20,0,16,9,5,161.97,0,30,0,26.8,3.29,759.5,0,0,2.33,0,5.86,0,0,0,1,20.75,3.03,600,6.4,0,0,2.68,0,6.01,0,0,0,0,0,1,1,0,1,26,1,1,1,0,0,0,0,0,1,1,0,1,"5","1","May","2","0","2","4","0","18.4","0","3","1","1","3","0","medium_spend_cust"
"372",39,17,0,5,36,17.1,0.97,-0.03,5.19,1.65,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,37,0,1,0,0,0,0,0,0,0,0,9,2,1,0,1,2,4,3,0,2,0,2,10,5,176.11,1,5,0,3.45,1.24,13.2,0,0,2.44,0,3.95,0,0,0,0,0,1.32,0,2.3,0,0,2.54,0,3.62,0,0,0,0,0,0,0,0,1,16,1,1,1,0,1,0,0,0,0,0,0,0,"2","1","March","1","0","2","3","0","16.7","0","4","3","3","1","0","medium_spend_cust"
"373",25,14,0,2,13,8.6,0.26,-1.35,0.86,-0.15,0,2,1,13,2,6,4,0,0,0,0,0,0,4,0,3,0,0,1,22,1,0,1,0,0,0,0,0,0,0,9,4,1,0,0,1,2,3,0,7,1,7,15,5,232.38,0,39,0,8.45,2.13,361.75,0,0,2.4,0,6.47,0,0,0,0,0,2.51,0,6.54,0,0,2.54,0,6.67,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,1,0,0,0,0,0,"1","1","October","1","0","2","2","0","5.6","1","2","1","2","3","0","medium_spend_cust"
"374",74,14,0,13,11,1.7,0.08,-2.58,0.11,-2.2,0,5,1,15,3,2,7,0,0,0,0,0,0,7,0,0,-1,1,3,21,0,0,1,0,0,0,1,0,0,1,9,6,0,0,1,3,2,1,0,25,0,18,1,2,32.09,0,51,0,10.25,2.33,533.9,1,18,2.89,933.1,6.84,0,0,0,1,7.5,2.01,380,5.94,0,0,2.82,0,6.74,1,1,0,1,0,1,0,1,1,16,0,1,1,0,1,0,0,0,0,1,0,0,"1","0","November","1","1","1","4","-1","-1","-1","2","3","1","2","0","low_spend_cust"
"381",62,11,0,14,48,11,2.58,0.95,2.7,0.99,0,5,1,10,1,2,4,0,0,0,0,0,0,4,0,4,1,0,1,29,1,0,0,0,1,0,0,1,0,1,9,4,0,0,0,2,2,1,1,32,0,23,16,4,101.03,0,64,0,18.8,2.93,1139.1,1,32.75,3.49,2165.8,7.68,0,0,0,1,17,2.83,1050,6.96,0,0,2.93,0,7.1,1,0,0,1,1,1,0,0,1,27,1,1,1,0,0,0,0,0,0,0,0,0,"2","0","January","2","0","1","4","1","23.8","0","5","1","3","3","0","medium_spend_cust"
"386",68,13,0,9,47,18.4,4.98,1.61,3.67,1.3,1,3,1,18,4,2,0,0,0,0,0,0,0,0,0,4,1,0,1,27,1,0,0,1,0,0,0,1,0,0,9,4,0,1,0,4,3,3,0,35,0,24,13,6,113.98,0,66,0,39.9,3.69,2724.4,0,0,2.48,0,6.81,0,0,0,1,14,2.64,880,6.78,0,0,2.83,0,7.07,1,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0,"2","0","June","1","0","2","4","1","26","1","1","3","1","3","0","medium_spend_cust"
"388",39,19,0,6,92,11.6,6.41,1.86,4.26,1.45,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,1,0,1,25,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,2,3,4,0,3,0,3,15,4,115.1,0,6,1,2.95,1.08,14.3,0,0,2.42,0,3.86,1,32.15,140.6,0,0,1.91,0,3.4,1,22.95,3.13,113.55,4.73,0,1,1,1,0,0,1,0,1,14,1,1,1,1,1,1,1,1,0,0,0,0,"1","1","March","1","0","3","4","1","49.7","0","5","4","1","1","2","medium_spend_cust"
"396",42,12,1,5,117,0.9,0.1,-2.28,0.95,-0.05,0,4,0,-1,-1,3,5,1,0,0,0,0,0,4,1,3,1,0,1,23,1,0,0,0,0,0,0,0,0,0,9,4,1,1,1,5,2,3,0,7,1,6,13,5,144.72,1,17,0,7.25,1.98,97.35,1,27.5,3.31,490.95,6.2,0,0,0,1,20.25,3.01,395,5.98,1,29.55,3.39,439.3,6.09,0,1,1,1,1,1,1,1,1,29,1,1,1,1,1,0,1,0,0,0,1,0,"2","1","May","2","0","1","4","1","40.9","1","2","2","3","1","1","medium_spend_cust"
"400",67,17,0,16,103,21.3,9.94,2.3,12,2.48,1,5,1,20,5,2,1,1,0,0,0,0,0,0,1,1,1,0,3,24,0,0,1,1,0,0,0,0,0,0,9,2,0,0,0,2,4,3,0,23,0,22,9,6,238.28,1,57,0,12.35,2.51,698.05,0,0,2.6,0,6.64,0,0,0,1,7.5,2.01,400,5.99,0,0,2.94,0,6.94,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0,"2","0","January","1","0","1","5","0","62","0","4","3","4","3","0","medium_spend_cust"
"405",52,15,0,18,81,4.9,1.15,0.14,2.81,1.03,0,4,0,-1,-1,1,10,1,0,0,0,0,0,9,0,2,1,0,8,43,0,0,0,1,1,0,1,1,0,0,9,5,0,0,0,1,2,1,1,34,0,28,10,5,552.27,1,69,0,25.1,3.22,1768.15,0,0,2.3,0,6.68,0,0,0,1,97.25,4.58,6440,8.77,0,0,2.82,0,6.98,1,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0,"5","1","January","3","0","2","4","0","49.1","1","4","4","4","2","0","high_spend_cust"
"420",61,9,1,22,105,10.7,3.8,1.33,7.44,2.01,0,4,1,12,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,23,1,0,0,0,0,0,0,0,0,0,9,5,0,1,1,1,3,2,0,14,0,14,6,5,158.34,0,41,0,4.9,1.59,195.95,1,32.5,3.48,1346.75,7.21,0,0,0,1,7.25,1.98,260,5.56,0,0,2.72,0,6.33,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","August","1","0","4","4","0","43.8","0","2","3","2","2","0","low_spend_cust"
"424",66,13,0,26,49,14.9,0.87,-0.14,6.43,1.86,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,22,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,2,2,2,1,30,0,20,11,3,52.74,0,61,0,28.8,3.36,1617.85,1,66.25,4.19,4155,8.33,0,0,0,1,34.25,3.53,2045,7.62,1,57.4,4.05,3488.1,8.16,1,1,1,1,1,1,1,0,1,22,1,1,1,0,0,0,1,1,1,0,0,0,"1","1","May","5","0","3","3","0","22.9","0","3","3","1","2","0","medium_spend_cust"
"428",66,20,0,20,9,13.9,0.05,-3.02,1.2,0.18,0,4,0,-1,-1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,23,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,3,2,0,25,0,18,13,4,58.31,1,51,0,13.3,2.59,679.25,0,0,2.33,0,6.11,0,0,0,1,12.5,2.53,655,6.48,0,0,2.54,0,6.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"2","0","June","6","1","2","5","1","4.2","0","4","2","4","1","1","low_spend_cust"
